companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
HP,4.2,Intern- Data Science,Singapore,"
Work with an enterprising team of data scientists and build solutions to track, analyze and visualize the manufacturing and outbound quality of our supplies 
Generate deep insights through the analysis of data and understanding of operational processes and turn them into actionable recommendations 
Develop methodologies for optimizing our business processes through data visualization, real-time monitoring, predictive analytics etc. 
Studying Bachelor’s degree in Computer Science, Business Analytics, Information Systems, Industrial Engineering, Statistics with good experience in programming 
Excellent analytical thinking, programming (using R/Python is desirable), and problem-solving skills 
Knowledge of data analytics, data warehousing, database management (preferably using SQL) and data visualization using RShiny/Plotly 
Fundamental knowledge of statistics and probability 
Good visualization skills to create real-time dashboards and/or reports to inform trends and insights",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_4f017bae&cb=1661282194895&jobListingId=1008087921116&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-8c7ecc934d545f62-
ZEISS Group,3.9,Data Analyst Southeast Asia,Singapore,"
Bachelor’s degree or higher in Data Science, Business Analytics, Statistics, Computer Science, Mathematics, Economics, or Information Management 
1-2 years of relevant working experience 
Fresh graduates are welcome to apply 
Strong analytical skills, capable of using data analytics to drive business insights and execution 
Experience in solving the business problems by analytical method (modelling, visualization, graph analysis) 
Experience using RPA/RDA automation tools like UiPath with RE Framework and Orchestrator 
Experience with data visualization tools (Power BI, Tableau, or similar BI reporting platform) 
Knowledge of VBScript, Microsoft Azure, CRM, Python, R and SQL would be advantageous 
Excellent knowledge of Microsoft Office suite, especially in PowerPoint & Excel 
Strong communication skill 
Team player with strong interpersonal skills and ability to collaborate with multiple stakeholders 
Must be comfortable in a fast-paced, dynamic, and rapidly changing environment while working under pressure and tight deadlines",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_ecbfe987&cb=1661282194894&jobListingId=1008078179343&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-d9767c7ea7925d3a-
NA,NA,NA,NA,NA,NA
Luxoft,4.3,Data Science Consultant,Singapore,"Manage and analyse business requirements into a solution design, managing user requirements workshops and formulation of an overall solution design, modelling transactions through the system to ensure that the business requirements are met. Hands-on Techno-Functional role to analysis and propose solutions for business issues, process changes and functional requirements. Work with different technology teams across infrastructure, and other divisions to deliver system solutions for the business. Collaborate with stakeholders on their priorities, needs as well as system improvements. Build a strong relationship and manage expectations with users and stake holders.
 Experience working in the financial industry with relevant experience in business analysis or in core data science using cloudera platform. Previous experience on Data science project and understand the global markets products and its underlying pricing components (Market data analytics and identifying risk factors affecting pricing of the products) Understanding of cloudera framework includes CDP (Cloudera Data Platform) and CDSW (Cloudera Data Science Work Bench) Must have working understanding of hadoop architect Other good to have skill sets include global market products Experience in managing and delivery of trading platforms for Treasury products on a global scale, integrated within the organizations treasury product systems. Strong team player with excellent communication & inter-personal skills. Strong problem solver who can question and understand proposed solutions and business drivers. Strong organizational and leadership skills
",https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d007401&cb=1661282194895&jobListingId=1008034665113&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-96e8effc936d19e6-
Lynx Analytics,4.5,Data Science Intern (Jan to Jun 2023),Singapore,"Conduct quantitative and qualitative analysis, including obtaining the data, cleaning it and exploring it for accuracy Deploy statistical modelling and optimization techniques most suited for the business problem (using R, Python, SQL, and/or other relevant tools) Implement (and partly design) solutions for a defined data science related problem under the guidance of lead / mid-senior data scientists Interpret outputs of statistical models and results to translate input from quantitative analyses into specific and actionable business recommendations and implications Providing detailed documentation of modelling techniques, methodologies, assumptions made and process steps Manage delivery of analytical solutions via written and verbal presentations Provide research on topics Identify areas for further investigation as well as creating innovative methods of analysis Full-time interns (at least 6 months) An interest in any of the following fields: finance, telecommunication, retail Currently in the final year of university studies in the field of Mathematics, Statistics, Economics, Computer Science, Engineering or related Understands complex algorithms Ability to write programs in some programming language (e.g. R/Python) to prototype and test analytical ideas Some data visualization skills/experience Strong probability theory and statistics knowledge and some of the main data science algorithms. Knowledge of their application in Customer Retention, Campaign Management etc. areas is an advantage Good problem-solving skills Excellent verbal and written communication skills Knowledge of applied graph theory or any DWH querying languages (like SQL, hive, Teradata, MySQL etc.) or Spark / pySpark is an advantage Participation in Kaggle challenges, presentation in meetups, having a DS related blog / own GitHub page or doing charity DS activities is a plus Fluency in English",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8856de20&cb=1661282194891&jobListingId=1007855869380&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-586233096a478943-
Indeed,4.4,"Staff Data Scientist, International Application Quality",Singapore,"
Break down larger data science initiatives into pieces that deliver incremental business value and lead the team to execute on them 
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries 
Proactively research data and identify opportunities in the data to drive the product roadmap 
Evaluate data’s big picture to solve business problems rather than focusing on metrics alone 
Mentor and grow other software engineers, data scientists, and ML engineers across teams 
Communicate concisely and persuasively with engineers and product marketers. Helps identify ways to improve data quality and analysis. Utilizes a solid understanding of Indeed’s business fundamentals. 
Bachelor’s degree in Computer Science, Statistics, Electrical Engineering, Mathematics, or a closely related quantitative field 
5+ years of professional industry experience in Data Science, Machine Learning Engineer or Data Analytics, etc. 
Expertise in machine learning, natural language processing, and statistical modeling 
Strong sense of ownership as a technical and product leader 
Strong communication and collaboration skills 
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products 
Have the desire to solve difficult problems at the intersection of machine learning, data engineering, and software engineering 
Prior success deploying (impactful) data science solutions to large-scale production systems 
Are proficient in small data modeling work: Python, R, Julia 
Are proficient in big data modeling work: Hadoop, Scala, Spark 
Can fish for data: Pandas, SQL, MongoDB 
Build data pipelines: Luigi, Airflow, MLflow, Metaflow, etc. 
Deploy data science solutions: Java, Python, C++ 
Have extensive experience and knowledge with cloud-based solutions (AWS preferred) 
Communicate concisely and persuasively with engineers and product managers 
A growth-oriented individual ready to step out of one’s comfort zone and learn quickly and comprehensively to tackle new scopes of works",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_282acb4b&cb=1661282194895&jobListingId=1007230538328&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-f2ecba1b656d032d-
99.co,4.0,Data Science Intern,Singapore,"Are motivated, hardworking, and a goal-getter that is not afraid to get stuff done. Are a problem solver and you think you can thrive in an energetic environment with little to no red tapes. Are excited about learning new technologies and translating data into business solutions. Are detail-oriented and never settle for partial understanding. Foundational Data Science knowledge: Data analytics, Statistics, Machine Learning (ML), Deep Learning or other related disciplines. Basic Programming skills (Python, R, SQL) : Data Collection, Data Preprocessing (Pandas, pySpark, etc), Data Visualisation (Matplotlib, Seaborn, etc), Data Modelling (Keras, PyTorch, Statsmodels, etc) or Model Deployment (FastAPI, Uvicorn, Docker, Google Cloud). Interest in the domain of PropTech, i.e. the application of new technology in the real estate markets. Collect, clean and transform large volumes of data. Build ML models or improve existing ones: CV, NLP, price estimation and index calculations among others. ML Ops: Deploy solutions into production Valued hands-on exposure to solving real business problems with data-driven solutions. Rare opportunity to have a direct impact. Improved Data Science knowledge and skills. Employee discount Flexible schedule Professional development Promotion to permanent employee Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c162c33f&cb=1661282194890&jobListingId=1008063795277&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-906c794440d5bbde-
Bioquest Advisory,1.0,Data Science Intern,Singapore,Learning opportunities in emerging technologies Mentorship with experienced technical consultants Supportive and collaborative work environment Excellent career growth path for good performers Professional development Monday to Friday SQL: 1 year (Preferred) Machine learning: 1 year (Preferred) Neo4j: 1 year (Preferred),https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f86801fd&cb=1661282194895&jobListingId=1008039850942&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-7678a2505bd1d3a7-
LANTERN RECRUITMENT SOLUTIONS PTE LTD,NA,Data Science Administrator,Singapore,"Apply regular software version upgrades with testing in all environments for the various tools in the Data Science Platform. Support daily operational needs in terms of changes related to application configurations, requests for application access, queries on general functions and troubleshooting on issues. Maintain platform on application administration, system connectivity, interface integration and model deployment. Minimum 2 years of relevant working experience with at least 2 to 3 data science related tools e.g. Jupyter Notebook, Tableau, PowerBI, RStudio/R, Jenkins, Python, Apache Spark. Experience with RedHat Linux OS and containerization e.g. Dockers. Must have good communication skills and the ability to Understand and communicate in English, in speech and writing. Work with other members in a dynamic and fast-moving team. Work independently with minimum supervision. Work on own initiative and adhere to deadlines. Day shift Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eefce608&cb=1661282194895&jobListingId=1008080059125&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-4120a7a50de0b978-
WSH EXPERTS PTE LTD,2.3,Data Science Administrator,Singapore,"Apply regular software version upgrades with testing in all environments for the various tools in the Data Science Platform. Support daily operational needs in terms of changes related to application configurations, requests for application access, queries on general functions and troubleshooting on issues. Maintain platform on application administration, system connectivity, interface integration and model deployment. Minimum 2 years of relevant working experience with at least 2 to 3 data science related tools e.g. Jupyter Notebook, Tableau, PowerBI, RStudio/R, Jenkins, Python, Apache Spark. Experience with RedHat Linux OS and containerization e.g. Dockers. Must have good communication skills and the ability to: Understand and communicate in English, in speech and writing. Work with other members in a dynamic and fast-moving team. Work independently with minimum supervision. Work on own initiative and adhere to deadlines. Experience with database technologies (e.g. Postgresql, MS SQL, Oracle). Experience with MS Azure cloud setup. Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ed39ea9c&cb=1661282194891&jobListingId=1007994101505&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-d3b1b9af98901f34-
eduCLaaS,4.6,Learning Associate - Data Science,Paya Lebar,"A leading Digital Skill training institute in Singapore A learning enterprise where learning is work and work is learning Career progression and job satisfaction Support blended learning journey for our learners to achieve superior learning experience and successful skills outcome Learner’s liaison and support on learning plan, schedules, administration, etc Motivate, facilitate & support learning journey to deliver personalized blended learning experience with a successful outcome Involve as a mentor in learning delivery Arrange learning resources Monitoring the learners' learning journey Learner progress monitoring and counselling Co-ordinate faculties ( Instructors, mentors, and assessors) Co-ordinate other stakeholders (Product and sales) based on the learners' feedback Handle faculty matters Bachelor Degree in web development /data analytics / system support / digital marketing With the aspiration to pursue a career as an adult educator ACTA certification would be a plus Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c1910b31&cb=1661282194892&jobListingId=1008080217258&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-d42866b99744f13b-
Titansoft Pte Ltd,4.2,Data Analyst,Singapore,"Conduct data analysis to support Product Owner and Business Leaders in business decisions and requirements Develop and automate reports for analytical purposes Collaborate with other Product Development teams to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations Support key decision makers to improve products and services Minimum Bachelor in Mathematics, Statistics, Finance, Computer Science, Information Technology or other equivalent qualifications Experience working with statistical software (e.g. R, Python, Excel, etc.) Basic statistical principles and practical applications Experience in measuring cost and production Experience in scripting with SQL A/B and Multivariate testing management Data visualization (such as Tableau, Excel, etc) Ability to translate analysis results into business recommendations and insights Ability to present the insights clearly to technical and non-technical audiences Strong written, verbal communication and presentations skills Deep interest and aptitude in data, metrics, analysis and trends, and applied knowledge of measurement, statistics and program evaluation 18 days of rest and relaxation for each year (P.S. It gets even better over the years!) Competitive salaries and bonuses bench-marked against big players in the industry (Yeap, those companies!) Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night) Comprehensive insurance coverage Very well-stocked pantry (We've never heard of the term 'Hunger Games', nope) Communities of Practice and Workshops catered for your growth and learning Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program, annual overseas company outing, an annual dinner that nobody will ever forget, etc.) Hardcore work and hardcore fun! Additional leave Cell phone reimbursement Flexible schedule Professional development Flexible hours Monday to Friday 13th month salary Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e0c3eb29&cb=1661282194892&jobListingId=1007919511421&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-d8ee643e91e4cbbe-
Ensign InfoSecurity,3.6,Data Science Intern,Old Kallang Airport Estate,"
Develop production-grade data analytics models that detect cyber threats and provide cyber security insights 
Monitor and maintain performance of analytics models 
Evaluate potential solutions relating to data analytics and make recommendations to solve business problems 
Participate in the system integration testing phase prior to implementation 
Plan projects and subtasks so they may be tracked and presented 
Results and output will impact the completion of the projects 
Need to have statistical, mathematical, predictive modelling as well as business strategy skills to build the algorithms necessary to ask the right questions and find the right answers 
Able to communicate findings, orally and visually",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_a32c6f93&cb=1661282194891&jobListingId=1006212966212&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-fec9c9982c1d6ca2-
JCO Analytics,NA,Data Analyst,Singapore,"Develops and maintains scalable data pipelines and builds out new API integrations to support continuing increases in data volume and complexity. Building required infrastructure for optimal extraction, transformation and loading of data from various data sources using AWS and SQL technologies Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it. Writes unit/integration tests, contributes to engineering wiki, and documents work. Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues. Works closely with a team of frontend and backend engineers, product managers, and analysts. Building analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics including operational efficiency and customer acquisition Designs data integrations and data quality framework. Designs and evaluates open source and vendor tools for data lineage. Works closely with all business units and engineering teams to develop strategy for long term data platform architecture. Building analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics including operational efficiency and customer acquisition Build processes supporting data transformation, data structures, metadata, dependency and workload management. A successful history of manipulating, processing and extracting value from large disconnected datasets. Working knowledge of message queuing, stream processing, and highly scalable 'big data' data stores. Experience with or knowledge of Agile Software Development methodologies Excellent problem solving and troubleshooting skills Process oriented with great documentation skills Excellent oral and written communication skills with a keen sense of customer service Poly Diploma, BS Computer Science or a related technical field. (Fresh grads in a related field are welcomed to apply) Experience with object-oriented/object function scripting languages: Python, Java, Advanced work SQL knowledge or experience (No-SQL experience is a plus). Experience with schema design and dimensional data modelling. Experience with object-oriented/object function scripting languages: Python, Java, Experience working with either a Map Reduce or an MPP system on any size/scale. Ability in managing and communicating data warehouse plans to clients. Experience designing, building, and maintaining data processing systems. Monday to Friday Yearly bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1a07519f&cb=1661282194895&jobListingId=1008062764417&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-d582fc36dbff4270-
Toluna Singapore,4.0,SG - Data Scientist - Toluna Singapore,Singapore,Health insurance Monday to Friday,https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5814f04f&cb=1661282194891&jobListingId=1008070973175&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-5282de5f8193cdab-
MasterCard,4.3,Data Science Engineer,Singapore,"Drive the evolution of Data & Services products/platforms with an impact focused on data science and engineering Participate in the development of data and analytic infrastructure for product development Participate in identification and evaluation of data elements to deliver analytics for product development Prototype new algorithms, experiment, evaluate and deliver actionable insights. Continuously innovate and determine new approaches, tools, techniques & technologies to solve business problems and generate business insights & recommendations Partner with roles across the organization including consultants, engineering, and sales to determine the highest priority problems to solve Evaluate trade-offs between many possible analytics solutions to a problem, taking into account usability, technical feasibility, timelines, and differing stakeholder opinions to make a decision Break large solutions into smaller, releasable milestones to collect data and feedback from product managers, clients, and other stakeholders Evangelize releases to users, incorporating feedback, and tracking usage to inform future development Ensure proper data governance policies are followed by implementing or validating Data Lineage, Quality checks, classification, etc. Work with small, cross-functional teams to define the vision, establish team culture and processes Consistently focus on key drivers of organization value and prioritize operational activities accordingly Identify and act upon product improvement opportunities Aggregate and collate client data sets and conduct data manipulation and technical analysis leveraging industry techniques and best practices to identify trends and draw insights Clean and structured data sets fed to downstream analytics Escalate technical errors or bugs detected in project work Maintain awareness of relevant technical and product trends through self-learning/study, training classes, and job shadowing. Superior academic record at a leading national university in Computer Science, Computer Engineering or Technology related field or equivalent work experience Demonstrated basic knowledge of statistical analytical techniques, coding, and data engineering Experience leveraging open source tools, predictive analytics, machine learning, Advanced Statistics, and other data techniques to perform basic analyses High proficiency in using Python/Spark, Hadoop platforms & tools (Hive, Impala, Airflow, NiFi), SQL to build Big Data products & platforms Experience in building and deploying production-level data-driven applications and data processing workflows/pipelines and/or implementing machine learning systems at scale in Java, Scala, or Python and deliver analytics involving all phases like data ingestion, feature engineering, modeling, tuning, evaluating, monitoring, and presenting Curiosity, creativity, and excitement for technology and innovation Demonstrated quantitative and problem-solving abilities Ability to multi-task and strong attention to detail Motivation, flexibility, self-direction, and desire to thrive on small project teams Good communication skills - both verbal and written – and strong relationship, collaboration skills, and organizational skills Financial Institution or a Payments experience a plus Experience in developing integrated cloud applications with services like Azure or GCP Experience in managing/working in Agile teams Experience developing and configuring dashboards 
Abide by Mastercard’s security policies and practices; 
Ensure the confidentiality and integrity of the information being accessed; 
Report any suspected information security violation or breach, and 
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_dabc8703&cb=1661282194894&jobListingId=1008045876814&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-275a3b6cefb86f01-
Procter & Gamble,4.2,DATA SCIENCE MANAGEMENT INTERN - P&G (Semester JAN-JUL 2023),Singapore,"
You’ll be either in the central data scientist team taking on retail and media analytics problems that are general across brands, or you’ll be in the embedded data scientist team addressing eCommerce and consumer problems and being very close to a brand. 
You’ll be tasked on real-life projects and responsibilities from Day 1 – understand business objectives and generate impactful insights by investigating datasets of point-of-sales, geospatial, product & supply, DTC, CRM, TV media, online search, etc from more than 10 countries across the region. 
You’ll build, validate, test and deploy machine learning or other data science models into our IT platforms. 
We love flexibility! You can arrange your work schedule based on your personal needs; you will experience true support for work/life balance and your long-term well-being. You are a penultimate year student graduating in Dec 2023 or May 2024 and can commit to a full-time 6 month internship 
We look for leaders with strong academic results in a BS, MS or PhD in Computer Science, Mathematics, Economics, Statistics, Applied Science or other quant-focused field. 
Proven use of machine learning, statistical modelling or econometrics in internship or coursework. Possesses personal Git repo and experience in Kaggle or other data analytics competition is a plus. 
Enjoy using Python, SQL and other scripting/programming languages to solve real-life problems. Knowledge on big data environment and Spark is preferred. 
Excellent written and verbal communication skills to influence others to take action. 
Comfortable collaborating cross-functionally – with people from different functions, backgrounds and experiences. 
Leadership in extra-curricular activities. 
Possess strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude. 
Proven capability to handle multiple priorities.",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_237ed20c&cb=1661282194894&jobListingId=1008084794744&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-342dbd13333b5199-
TikTok,3.6,Data Science Analyst - TikTok,Singapore,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Our TikTok recommendation team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.

1. Improve the recommendation strategy of short video service.
2. Understand user behavior in depth and optimize user experience such as creation and browsing 3. Optimize the index system of recommendation strategy and do attribution analysis on abnormal indicators.
4. Analyze business data in different markets, formulate targeted recommendation strategies, and evaluate strategic benefits.
5. Study special topics such as ecological growth of short video content.
Qualifications
1. Have user empathy, can quickly understand user needs, and can be associated with effective data indicators.
1. Have user empathy, can quickly understand user needs, and can be associated with effective data indicators.
2. Excellent ability to analyze and solve problems, full of passion for solving challenging problems. 3. Excellent learning ability and logical thinking ability; Have good expression and communication skills.
4. Understanding the principle of machine learning and recommendation algorithms is preferred.
5. Experience in data analysis of Internet companies is preferred.

Preferred Qualification
Minimum 3 years relevant work experience from a large-scale internet business

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&cs=1_47c6965b&cb=1661282194895&jobListingId=1007807994073&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-111faee5bd484ddd-
Trakomatic Pte Ltd,2.2,Data Analyst,Singapore,"Complete projects that require Data Mining, Analysis, and Presentation. Focus on Solutions, Dive into Projects, quickly identify Drivers in Data. Identify relevant Trends, conduct follow-up Analysis & prepare Visualizations. Develop Dashboards to track remediation of issues. While the focus of this role is the extraction and interpretation of data, it also requires the capacity to identify, explore, interpret and present key trends, ideas and concepts. A Bachelor’s degree in Math, Computer Science, Business Analytics, or a related field is required. Candidates with a Masters’ degree will be preferred. 2 years’ Working Experience with tools like Power BI (essential), Tableau, Hadoop and Excel. Proficiency in SQL. Effective Communication and Project Management skills are important. The ideal candidates should have experience working in a business/data analysis role in the retail business processes and retail systems experience. Strong Mathematical & Statistical Skills. Self-starter – must be productive with minimal direction. Ability to work in a fast-paced, technical, cross-functional environment. Excellent visual design sense regarding clear and accurate presentation of data. Additional leave Cell phone reimbursement Health insurance Professional development Day shift Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1136043&s=58&guid=00000182cc2294908bafcb1746532694&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_00d6ce0c&cb=1661282194894&jobListingId=1008051916971&jrtk=3-0-1gb62555mjrqv801-1gb625569jm5f800-0688c0e0ef519f63-
companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
